"Source","Line","Kind","Raw","External","Resolved","Exists","CaseExact"
"courses/nursing/central/rml-nursing.html","1638","attr","../../../assets/images/mentors/VIDHU.JPG.jpeg","False","assets/images/mentors/VIDHU.JPG.jpeg","True","True"
"courses/nursing/central/rml-nursing.html","1638","string","../../../assets/images/mentors/VIDHU.JPG.jpeg","False","assets/images/mentors/VIDHU.JPG.jpeg","True","True"
"courses/nursing/central/rml-nursing.html","1679","attr","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1679","string","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1688","attr","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1688","string","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1705","attr","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1705","string","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1709","attr","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1709","string","https://img.youtube.com/vi/E1X1RFFt138/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1720","attr","https://img.youtube.com/vi/4J_sUv_L5f0/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1720","string","https://img.youtube.com/vi/4J_sUv_L5f0/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1724","attr","https://img.youtube.com/vi/4J_sUv_L5f0/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1724","string","https://img.youtube.com/vi/4J_sUv_L5f0/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1735","attr","https://img.youtube.com/vi/XjogZEgAA2M/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1735","string","https://img.youtube.com/vi/XjogZEgAA2M/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1739","attr","https://img.youtube.com/vi/XjogZEgAA2M/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1739","string","https://img.youtube.com/vi/XjogZEgAA2M/maxresdefault.jpg","True",,,
"courses/nursing/central/rml-nursing.html","1853","attr","../../../assets/images/Eduooz-App/eduooz-app-image (1).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (1).jpeg","True","True"
"courses/nursing/central/rml-nursing.html","1853","string","../../../assets/images/Eduooz-App/eduooz-app-image (1).jpeg","False","assets/images/Eduooz-App/eduooz-app-image (1).jpeg","True","True"
